,path,class,span
287,./train_embeddings/article738442776_9.pt,NoClass,"for the agency’s future, saying: During his own confirmation"
288,./train_embeddings/article738442776_10.pt,NoClass,what it means
289,./train_embeddings/article738442776_11.pt,NoClass,Poll Exercise your right
290,./train_embeddings/article738442776_12.pt,NoClass,"to uphold this prohibition, which has helped us to regain our position of leadership in"
291,./train_embeddings/article738442776_13.pt,NoClass,"Donald Trump nominated Gina Haspel to head the Central Intelligence Agency Tuesday, Sen. John McCain"
292,./train_embeddings/article790777028_0.pt,Loaded_Language,Temper Tantrum
293,./train_embeddings/article790777028_1.pt,Loaded_Language,temper tantrums
294,./train_embeddings/article790777028_2.pt,Loaded_Language,smear
295,./train_embeddings/article790777028_3.pt,Exaggeration-Minimisation,Absolutely nothing will be found
296,./train_embeddings/article790777028_4.pt,Exaggeration-Minimisation,huge waste of time
297,./train_embeddings/article790777028_5.pt,Loaded_Language,more of a circus than it already is
298,./train_embeddings/article790777028_6.pt,Loaded_Language,slanderous
299,./train_embeddings/article790777028_7.pt,Loaded_Language,political hit
300,./train_embeddings/article790777028_8.pt,NoClass,along with it.
301,./train_embeddings/article790777028_9.pt,NoClass,U.N.? * John
302,./train_embeddings/article790777028_10.pt,NoClass,that they
303,./train_embeddings/article790777028_11.pt,NoClass,has in the past. “Throughout this
304,./train_embeddings/article790777028_12.pt,NoClass,Thomas had to face from
305,./train_embeddings/article790777028_13.pt,NoClass,the FBI. “I will cooperate with any law enforcement
306,./train_embeddings/article790777028_14.pt,NoClass,ambassador to
307,./train_embeddings/article790777028_15.pt,NoClass,FBI. “I will
308,./train_embeddings/article729303442_0.pt,Doubt,"But Jewish groups on and off campus have denounced the report as flawed, saying it missed the significance of an anti-Semitic text circulated online before Noah Lew was removed from the board last fall"
309,./train_embeddings/article729303442_1.pt,Loaded_Language,overwhelmingly approved
310,./train_embeddings/article729303442_2.pt,Causal_Oversimplification,"My Jewish identity was now public, and a target was placed squarely upon me by the McGill BDS movement"
311,./train_embeddings/article729303442_3.pt,Loaded_Language,a target was placed squarely upon me
312,./train_embeddings/article729303442_4.pt,Loaded_Language,An outcry
313,./train_embeddings/article729303442_5.pt,Name_Calling-Labeling,anti-Semitic tropes of Jewish people
314,./train_embeddings/article729303442_6.pt,Doubt,"The Jewish groups said this anti-Semitic rhetoric “was used to encourage students to vote specifically against Noah Lew. It is under this context that the (general assembly) occurred, and the report fundamentally misunderstands this, which alters the entire findings of the report"
315,./train_embeddings/article729303442_7.pt,Name_Calling-Labeling,a whitewash
316,./train_embeddings/article729303442_8.pt,Exaggeration-Minimisation,absolutely no place for anti-Semitism
317,./train_embeddings/article729303442_9.pt,NoClass,be precluded from holding political office.” Lew was restored to his post as a director last month after a ruling that the split vote in October had violated the SSMU constitution. He was not immediately
318,./train_embeddings/article729303442_10.pt,NoClass,McGill BDS movement.”
319,./train_embeddings/article729303442_11.pt,NoClass,"McGill,” he said in a statement. Fortier said the university’s next actions will be based on the recommendations of the"
320,./train_embeddings/article729303442_12.pt,NoClass,on the cultural and religious organizations they affiliate
321,./train_embeddings/article729303442_13.pt,NoClass,"Students, Spencer Boudreau,"
322,./train_embeddings/article729303442_14.pt,NoClass,"Suzanne Fortier, “appears to condone discrimination"
323,./train_embeddings/article729303442_15.pt,NoClass,"director, he was rejected 105 to 73. In a subsequent Facebook post, Lew wrote, “My Jewish identity was now public, and a target was placed squarely upon me by the McGill BDS movement.” An outcry followed, leading Fortier to appoint former Ombudsperson for"
324,./train_embeddings/article729303442_16.pt,NoClass,against Jewish students
325,./train_embeddings/article729303442_17.pt,NoClass,105 to 73. In a subsequent
326,./train_embeddings/article699291100_0.pt,Repetition,Threatened
327,./train_embeddings/article699291100_1.pt,Loaded_Language,largely ignored it
328,./train_embeddings/article699291100_2.pt,Loaded_Language,sordid
329,./train_embeddings/article699291100_3.pt,Repetition,threatened
330,./train_embeddings/article699291100_4.pt,Repetition,threatened
331,./train_embeddings/article699291100_5.pt,Repetition,threatened
332,./train_embeddings/article699291100_6.pt,Loaded_Language,harsh position
333,./train_embeddings/article699291100_7.pt,Repetition,threatened
334,./train_embeddings/article699291100_8.pt,Repetition,threats
335,./train_embeddings/article699291100_9.pt,NoClass,administration given
336,./train_embeddings/article699291100_10.pt,NoClass,attempted to file a
337,./train_embeddings/article699291100_11.pt,NoClass,“All of
338,./train_embeddings/article699291100_12.pt,NoClass,when he
339,./train_embeddings/article699291100_13.pt,NoClass,how they
340,./train_embeddings/article699291100_14.pt,NoClass,criminal case
341,./train_embeddings/article699291100_15.pt,NoClass,"investment bank, with"
342,./train_embeddings/article699291100_16.pt,NoClass,get his
343,./train_embeddings/article699291100_17.pt,NoClass,"say, the"
344,./train_embeddings/article729578579_0.pt,Name_Calling-Labeling,his good friend Bishop Juan Barros?
345,./train_embeddings/article729578579_1.pt,Name_Calling-Labeling,the convicted sex-predator Karadima
346,./train_embeddings/article729578579_2.pt,Loaded_Language,calumny
347,./train_embeddings/article729578579_3.pt,Loaded_Language,pain
348,./train_embeddings/article729578579_4.pt,Loaded_Language,had apologised-except-not-really
349,./train_embeddings/article729578579_5.pt,Doubt,"the accusations are, after all, still lies, and that there’s still “no evidence” against Barros…?"
350,./train_embeddings/article729578579_6.pt,Loaded_Language,dropped the bomb
351,./train_embeddings/article729578579_7.pt,Doubt,It also calls into question his stated empathy with abuse survivors
352,./train_embeddings/article729578579_8.pt,Appeal_to_Authority,"I am the pope, I do not need to give reasons for any of my decisions. I have decided that they have to leave and they have to leave.”"
353,./train_embeddings/article729578579_9.pt,Repetition,in his hands
354,./train_embeddings/article729578579_10.pt,Conversation_Killer,"Lie big, lie often, and when caught, keep lying"
355,./train_embeddings/article729578579_11.pt,Name_Calling-Labeling,secular reporters
356,./train_embeddings/article729578579_12.pt,Name_Calling-Labeling,predatory homosexual
357,./train_embeddings/article729578579_13.pt,Conversation_Killer,Who am I to judge
358,./train_embeddings/article729578579_14.pt,Conversation_Killer,No evidence.”
359,./train_embeddings/article729578579_15.pt,Loaded_Language,flagrant
360,./train_embeddings/article729578579_16.pt,Loaded_Language,under his thumb
361,./train_embeddings/article729578579_17.pt,Exaggeration-Minimisation,lie big and lie brazenly
362,./train_embeddings/article729578579_18.pt,Loaded_Language,for the strong-of-stomach
363,./train_embeddings/article729578579_19.pt,Name_Calling-Labeling,A virtuoso performance-liar
364,./train_embeddings/article729578579_20.pt,Loaded_Language,mastery
365,./train_embeddings/article729578579_21.pt,Loaded_Language,blatant and enormous lie
366,./train_embeddings/article729578579_22.pt,Name_Calling-Labeling,papal apologists
367,./train_embeddings/article729578579_23.pt,Loaded_Language,thoroughly vetted
368,./train_embeddings/article729578579_24.pt,Loaded_Language,duly rewarded
369,./train_embeddings/article729578579_25.pt,Appeal_to_Fear-Prejudice,That is a danger
370,./train_embeddings/article729578579_26.pt,Conversation_Killer,who am I to judge him?
371,./train_embeddings/article729578579_27.pt,Conversation_Killer,so many lobbies
372,./train_embeddings/article729578579_28.pt,Loaded_Language,violently opposed
373,./train_embeddings/article729578579_29.pt,Loaded_Language,"nonsense, propaganda"
374,./train_embeddings/article729578579_30.pt,Doubt,"We cool and hip people don’t hate gays, do we?”"
375,./train_embeddings/article729578579_31.pt,Name_Calling-Labeling,cool and hip people
376,./train_embeddings/article729578579_32.pt,Appeal_to_Authority,We are simply asked to take the pope’s word for it
377,./train_embeddings/article729578579_33.pt,Loaded_Language,astoundingly brazen lie
378,./train_embeddings/article729578579_34.pt,Loaded_Language,nudge-nudge-wink-wink joke
379,./train_embeddings/article729578579_35.pt,Loaded_Language,hysterical nonsense
380,./train_embeddings/article729578579_36.pt,Loaded_Language,intrinsically disordered
381,./train_embeddings/article729578579_37.pt,Loaded_Language,a serious emotional dysfunction that “must” preclude a man from being ordained
382,./train_embeddings/article729578579_38.pt,Loaded_Language,Squandering the capital of trust
383,./train_embeddings/article729578579_39.pt,Loaded_Language,one of the great confidence scams
384,./train_embeddings/article729578579_40.pt,Loaded_Language,watched aghast
385,./train_embeddings/article729578579_41.pt,Loaded_Language,dizzying detail
386,./train_embeddings/article729578579_42.pt,Name_Calling-Labeling,secular journalists
387,./train_embeddings/article729578579_43.pt,Repetition,secular journalists
388,./train_embeddings/article729578579_44.pt,Name_Calling-Labeling,habitual liar
389,./train_embeddings/article729578579_45.pt,Appeal_to_Fear-Prejudice,"They warn that the general loss of trust in institutions leads to a general state of chaos, in which laws on the books matter little as citizens turn to their last resort of protecting themselves and their own families"
390,./train_embeddings/article729578579_46.pt,Name_Calling-Labeling,professional confidence trickster
391,./train_embeddings/article729578579_47.pt,Loaded_Language,blatantly using lies and manipulation
392,./train_embeddings/article729578579_48.pt,Appeal_to_Fear-Prejudice,"if Paul VI is canonised, their loss of faith in the Church as an institution will be complete"
393,./train_embeddings/article729578579_49.pt,Loaded_Language,shouting match
394,./train_embeddings/article729578579_50.pt,Loaded_Language,vicious temper tantrums
395,./train_embeddings/article729578579_51.pt,Loaded_Language,terrorising his subordinates into submission
396,./train_embeddings/article729578579_52.pt,Loaded_Language,apparently unbreachable shell of papal teflon
397,./train_embeddings/article729578579_53.pt,Loaded_Language,horrors
398,./train_embeddings/article729578579_54.pt,Loaded_Language,slander and calumny
399,./train_embeddings/article729578579_55.pt,Doubt,Not that anyone in Rome was trying very hard
400,./train_embeddings/article729578579_56.pt,NoClass,morally weak people so as to have
401,./train_embeddings/article729578579_57.pt,NoClass,the way societies disintegrate. It
402,./train_embeddings/article729578579_58.pt,NoClass,it very
